essay_id_comp,prompt_name,task
B8CAE254E601,Cell phones at school,Independent
B8D044C6D5CB,Distance learning,Independent
B8D4D1B62526,Distance learning,Independent
B8E2173DE90F,Distance learning,Independent
B8E586DF8C64,Distance learning,Independent
B8E816DA2049,Cell phones at school,Independent
B8EA14D3E542,Grades for extracurricular activities,Independent
B8F20E4A2425,Mandatory extracurricular activities,Independent
B8F95A683EEA,Grades for extracurricular activities,Independent
B8FB806ECDA3,Community service,Independent
B8FCB3C2CB97,Community service,Independent
B8FEB34C1378,Seeking multiple opinions,Independent
B900AB9B5FEA,Summer projects,Independent
B91C344934D2,Distance learning,Independent
B922E85199CD,Grades for extracurricular activities,Independent
B932887DC40A,Distance learning,Independent
B932B6502E71,Summer projects,Independent
B934F3106FCB,Seeking multiple opinions,Independent
B936994E140D,Distance learning,Independent
B939C9FDDAB0,Seeking multiple opinions,Independent
B93AA2C15E8B,Community service,Independent
B94059412B2C,Mandatory extracurricular activities,Independent
B947F9493FAF,Seeking multiple opinions,Independent
B948C72229B3,Seeking multiple opinions,Independent
B95153DCC67E,Seeking multiple opinions,Independent
B95270A9AB79,Grades for extracurricular activities,Independent
B962DA47BC7B,Summer projects,Independent
B962DFFBD558,Seeking multiple opinions,Independent
B9651FC740C7,Grades for extracurricular activities,Independent
B967FC913839,Seeking multiple opinions,Independent
B9683F7A95FC,Grades for extracurricular activities,Independent
B980EA7222ED,Grades for extracurricular activities,Independent
B98606572CA3,Cell phones at school,Independent
B9871E7972A3,Distance learning,Independent
B98CEECCB8B7,Summer projects,Independent
B994BEE43F58,Community service,Independent
B996860E00A4,Seeking multiple opinions,Independent
B9A542B2C36C,Distance learning,Independent
B9B22FD6C9EF,Community service,Independent
B9B653AD964E,Mandatory extracurricular activities,Independent
B9B870FF9795,Mandatory extracurricular activities,Independent
B9B8F5E753FB,Cell phones at school,Independent
B9BB6A0E2F04,Summer projects,Independent
B9CA103F2BF9,Cell phones at school,Independent
B9CFF7E63FD7,Cell phones at school,Independent
B9DABCFD687D,Distance learning,Independent
B9E4540497AA,Distance learning,Independent
B9FEF2CA826E,Mandatory extracurricular activities,Independent
B9FFFA708444,Distance learning,Independent
BA007250F304,Seeking multiple opinions,Independent
BA0DC6904621,Distance learning,Independent
BA18C6F80423,Seeking multiple opinions,Independent
BA1D860F0A07,Cell phones at school,Independent
BA1E2A47DC1B,Mandatory extracurricular activities,Independent
BA2508B83457,Community service,Independent
BA2C7291BBFA,Community service,Independent
BA2E03C7A8F4,Summer projects,Independent
BA30863CDECB,Seeking multiple opinions,Independent
BA318BB2F60E,Summer projects,Independent
BA38004E2A10,Mandatory extracurricular activities,Independent
BA3D6BB860C6,Community service,Independent
BA43E40FDC33,Grades for extracurricular activities,Independent
BA4563DB8F78,Mandatory extracurricular activities,Independent
BA541CCAA2FF,Distance learning,Independent
BA545022DFCD,Cell phones at school,Independent
BA598CD4A9A0,Community service,Independent
BA5C438CC087,Summer projects,Independent
BA5F00503DBF,Grades for extracurricular activities,Independent
BA615AAC44E7,Seeking multiple opinions,Independent
BA6A9F0E5306,Cell phones at school,Independent
BA6E16F7F861,Cell phones at school,Independent
BA7B34D01383,Distance learning,Independent
BA7D7280DF73,Summer projects,Independent
BA7DFD2DC895,Distance learning,Independent
BA84F715BB5F,Cell phones at school,Independent
BA85951767B0,Distance learning,Independent
BA8756AB310B,Community service,Independent
BA881F8A8909,Distance learning,Independent
BA930ABE4928,Distance learning,Independent
BAA1D7B94854,Grades for extracurricular activities,Independent
BAAE75D65C1D,Cell phones at school,Independent
BAAEFBE3AA34,Cell phones at school,Independent
BAB0E8E2AE82,Grades for extracurricular activities,Independent
BAB28ABA8ECE,Summer projects,Independent
BAB720EE1AC3,Mandatory extracurricular activities,Independent
BABDE6C6C7B9,Cell phones at school,Independent
BAC0B3065401,Mandatory extracurricular activities,Independent
BAC5264E2DCE,Summer projects,Independent
BAC9D8631137,Mandatory extracurricular activities,Independent
BAD78C43D291,Cell phones at school,Independent
BAD8D71742D9,Distance learning,Independent
BADF7845CDA3,Grades for extracurricular activities,Independent
BAE5AB74C4F5,Cell phones at school,Independent
BAF3E4907368,Summer projects,Independent
BB009CEC8D8F,Summer projects,Independent
BB05AA24FF3E,Cell phones at school,Independent
BB08150E3DAC,Cell phones at school,Independent
BB207C714EBA,Distance learning,Independent
BB281953DF01,Mandatory extracurricular activities,Independent
BB2AE006B7CF,Summer projects,Independent
BB33169642C3,Grades for extracurricular activities,Independent
BB3615AA4AF1,Cell phones at school,Independent
BB44EB96FFFF,Mandatory extracurricular activities,Independent
BB485D0F7E4E,Summer projects,Independent
BB4A53A0A9E0,Distance learning,Independent
BB4B5D896E96,Summer projects,Independent
BB4CEF5C3899,Distance learning,Independent
BB5B7EE4A1A6,Summer projects,Independent
BB5E6A8A2420,Summer projects,Independent
BB63726A3E94,Cell phones at school,Independent
BB788EF59B9E,Cell phones at school,Independent
BB7BD96F1D9B,Mandatory extracurricular activities,Independent
BB802192D44F,Summer projects,Independent
BB8064D7B327,Distance learning,Independent
BB86D8B194BD,Mandatory extracurricular activities,Independent
BB888E19222B,Distance learning,Independent
BB8AADDCF097,Community service,Independent
BB8F93A2571E,Mandatory extracurricular activities,Independent
BB92579586BF,Seeking multiple opinions,Independent
BB9B2400BE18,Seeking multiple opinions,Independent
BB9E9FAB601B,Community service,Independent
BB9EF9FA2F9B,Mandatory extracurricular activities,Independent
BBB0C6DD06E5,Community service,Independent
BBB2C5E7B286,Mandatory extracurricular activities,Independent
BBB54BC8F12C,Mandatory extracurricular activities,Independent
BBBC74680147,Distance learning,Independent
BBC0E1AA58C9,Seeking multiple opinions,Independent
BBC71057F9A5,Mandatory extracurricular activities,Independent
BBDA39C84AF7,Seeking multiple opinions,Independent
BBE5305DAE8E,Summer projects,Independent
BBE712F7271D,Cell phones at school,Independent
BBEE06BD484C,Summer projects,Independent
BBEF082C0C31,Community service,Independent
BBF72645C803,Summer projects,Independent
BC0703638937,Seeking multiple opinions,Independent
BC0B8B8E499F,Cell phones at school,Independent
BC0D9F77A3DA,Mandatory extracurricular activities,Independent
BC14D201CBF5,Summer projects,Independent
BC16D84D825F,Cell phones at school,Independent
BC17CDFA8BF7,Community service,Independent
BC1B132DB385,Summer projects,Independent
BC1EB41C5606,Summer projects,Independent
BC1F674402CA,Mandatory extracurricular activities,Independent
BC2210868DF6,Grades for extracurricular activities,Independent
BC27CDCD1A45,Distance learning,Independent
BC2CAB7DB6F0,Grades for extracurricular activities,Independent
BC37046CC03C,Summer projects,Independent
BC3ABF1DE758,Summer projects,Independent
BC3BA3BD592F,Community service,Independent
BC40D61679A5,Summer projects,Independent
BC4CC859C08D,Grades for extracurricular activities,Independent
BC56873E3D8D,Mandatory extracurricular activities,Independent
BC5897273E24,Mandatory extracurricular activities,Independent
BC58A9389AF4,Mandatory extracurricular activities,Independent
BC5B1BBADA5D,Cell phones at school,Independent
BC6C957D792F,Summer projects,Independent
BC6FA6976BC8,Grades for extracurricular activities,Independent
BC8ABD92AC4D,Grades for extracurricular activities,Independent
BC9BD45BDC0E,Distance learning,Independent
BC9EB6EF2B1D,Mandatory extracurricular activities,Independent
BCA02BA3F766,Distance learning,Independent
BCA5C180FFD4,Grades for extracurricular activities,Independent
BCA9ED73877E,Summer projects,Independent
BCABCE4B902A,Summer projects,Independent
BCAE5B0783CF,Distance learning,Independent
BCB248D539C3,Community service,Independent
BCB7DF4F1620,Community service,Independent
BCB916A9A9F3,Grades for extracurricular activities,Independent
BCBD7D07903C,Summer projects,Independent
BCCF4B287AC6,Cell phones at school,Independent
BCEF4D5FF6AB,Grades for extracurricular activities,Independent
BCF1394768B1,Mandatory extracurricular activities,Independent
BCF95C5F4A60,Grades for extracurricular activities,Independent
BD0A4A94AC7B,Distance learning,Independent
BD0D555216AB,Summer projects,Independent
BD0D7907E4D7,Distance learning,Independent
BD128A3C6F33,Seeking multiple opinions,Independent
BD1B84C5FC0B,Summer projects,Independent
BD33192DA18E,Mandatory extracurricular activities,Independent
BD4AD688DDDF,Mandatory extracurricular activities,Independent
BD4B01D328B0,Grades for extracurricular activities,Independent
BD4BFB4E8C6B,Distance learning,Independent
BD5D43DD9B27,Cell phones at school,Independent
BD74DC599A26,Community service,Independent
BD7699966452,Cell phones at school,Independent
BD82629E71E2,Distance learning,Independent
BD889A4D831B,Distance learning,Independent
BD88FF0A458D,Summer projects,Independent
BD8D21AC238D,Distance learning,Independent
BD994514CE6C,Distance learning,Independent
BD9CEA31FE1A,Community service,Independent
BDA9F0CED1A1,Distance learning,Independent
BDB04C58DD28,Grades for extracurricular activities,Independent
BDC47D47817A,Summer projects,Independent
BDCAC1A891BE,Grades for extracurricular activities,Independent
BDCD981437BB,Summer projects,Independent
BDD19E45610D,Mandatory extracurricular activities,Independent
BDD5D74671DD,Seeking multiple opinions,Independent
BDD65CF27087,Seeking multiple opinions,Independent
BDE08546F7EE,Distance learning,Independent
BDE41F0B5A4A,Community service,Independent
BDE777E6A89A,Distance learning,Independent
BDEEF1C21803,Grades for extracurricular activities,Independent
BDF7794E56BF,Summer projects,Independent
BE06AE84DE6F,Grades for extracurricular activities,Independent
BE0B394B4E9B,Distance learning,Independent
BE0FA97CA16D,Summer projects,Independent
BE126D453657,Seeking multiple opinions,Independent
BE1367FA4958,Summer projects,Independent
BE1752DCF09C,Distance learning,Independent
BE1E07640466,Grades for extracurricular activities,Independent
BE243683124A,Summer projects,Independent
BE2EFAD9E4DF,Cell phones at school,Independent
BE3528E08156,Mandatory extracurricular activities,Independent
BE3B47A38A44,Community service,Independent
BE3CDD3C096D,Community service,Independent
BE464F52C63D,Mandatory extracurricular activities,Independent
BE467B258799,Summer projects,Independent
BE4764F7BFF1,Distance learning,Independent
BE491CB91FD3,Summer projects,Independent
BE4BF0AD2979,Summer projects,Independent
BE4E34FD45B6,Distance learning,Independent
BE5D3ADC4F2B,Summer projects,Independent
BE62C5534E8B,Grades for extracurricular activities,Independent
BE68B9E53CCB,Seeking multiple opinions,Independent
BE694C1289EF,Community service,Independent
BE6A9A5A2824,Summer projects,Independent
BE6D18BAA3D1,Seeking multiple opinions,Independent
BE803DB36DBC,Cell phones at school,Independent
BE80D73EC131,Summer projects,Independent
BEA1BEB4D331,Grades for extracurricular activities,Independent
BEA3DD78D206,Grades for extracurricular activities,Independent
BEA6B3D459CC,Community service,Independent
BEAC2B192D02,Distance learning,Independent
BEAD93DDDB69,Seeking multiple opinions,Independent
BEB1900622E4,Summer projects,Independent
BEB9FA0DE942,Cell phones at school,Independent
BEBB6FC233B7,Community service,Independent
BEC46C36BC47,Community service,Independent
BEC88463148B,Mandatory extracurricular activities,Independent
BECA96F21873,Grades for extracurricular activities,Independent
BECD43430921,Summer projects,Independent
BECFCA5BFABD,Community service,Independent
BED033B2C361,Seeking multiple opinions,Independent
BED647C69EDF,Distance learning,Independent
BED7C30345A0,Summer projects,Independent
BEDC43C0FE6A,Summer projects,Independent
BEDEBC52CD1A,Distance learning,Independent
BEDFC81C8E66,Distance learning,Independent
BEE16EB0ACF4,Grades for extracurricular activities,Independent
BEE1B9179E2C,Community service,Independent
BEE6B76959CE,Summer projects,Independent
BEEC3F8E676F,Grades for extracurricular activities,Independent
BEEE3AC55C0E,Seeking multiple opinions,Independent
BEF5E55E29CB,Community service,Independent
BF00A0DFDA72,Community service,Independent
BF01FFEF8CB3,Seeking multiple opinions,Independent
BF0241C10324,Grades for extracurricular activities,Independent
BF040431FB95,Distance learning,Independent
BF0ADF374100,Summer projects,Independent
BF0D14D14F35,Grades for extracurricular activities,Independent
BF1212223916,Mandatory extracurricular activities,Independent
BF17866F7014,Distance learning,Independent
BF205C369289,Distance learning,Independent
BF21FE121718,Seeking multiple opinions,Independent
BF2E86982E3A,Distance learning,Independent
BF3A5AE6F0C1,Summer projects,Independent
BF3B2E113A65,Distance learning,Independent
BF3CC3305C55,Seeking multiple opinions,Independent
BF4BD008BA9E,Summer projects,Independent
BF4D8E461594,Summer projects,Independent
BF5384FC042A,Summer projects,Independent
BF5E801B7FD6,Cell phones at school,Independent
BF619ADE9BF4,Seeking multiple opinions,Independent
BF6463EA5A5F,Grades for extracurricular activities,Independent
BF6BB8DC9EF7,Summer projects,Independent
BF795A45BEA1,Mandatory extracurricular activities,Independent
BF7C67E62F30,Distance learning,Independent
BF86BBE4C2E5,Distance learning,Independent
BF8863D1361B,Community service,Independent
BF8BD3F4C67E,Summer projects,Independent
BF950D449303,Mandatory extracurricular activities,Independent
BF960F59D07C,Distance learning,Independent
BF9A3A65135E,Seeking multiple opinions,Independent
BF9ACEA631D8,Distance learning,Independent
BF9D28CEA717,Cell phones at school,Independent
BFA04D3BB1B5,Seeking multiple opinions,Independent
BFA9F9B90BFB,Summer projects,Independent
BFAE37AAB648,Distance learning,Independent
BFB78DA9AC86,Community service,Independent
BFBD47C22FB3,Grades for extracurricular activities,Independent
BFC1DA1CCD97,Community service,Independent
BFC824D7C408,Summer projects,Independent
BFD53A1B3342,Grades for extracurricular activities,Independent
BFDBB9112E6B,Cell phones at school,Independent
BFDFE5AA2F9E,Summer projects,Independent
BFEB164FF565,Summer projects,Independent
BFECB89ECF69,Cell phones at school,Independent
BFED2B049566,Community service,Independent
BFEDA9FE9F1E,Mandatory extracurricular activities,Independent
BFF1386AFBE2,Mandatory extracurricular activities,Independent
BFF614D2073D,Mandatory extracurricular activities,Independent
BFF7296A29FE,Summer projects,Independent
BFF79DCB9336,Cell phones at school,Independent
BFF95BC69F64,Grades for extracurricular activities,Independent
BFFCCDE1E5DA,Community service,Independent
BFFDCA7C7E1E,Summer projects,Independent
BFFE97547241,Community service,Independent
C002A99091B1,Grades for extracurricular activities,Independent
C00C50C17BD3,Summer projects,Independent
C00E1BA4B107,Community service,Independent
C01B298F4F3C,Summer projects,Independent
C0240B58DB32,Grades for extracurricular activities,Independent
C024BE77795B,Mandatory extracurricular activities,Independent
C0288C918431,Grades for extracurricular activities,Independent
C02A65E91884,Seeking multiple opinions,Independent
C02B1D9A374B,Distance learning,Independent
C02D71CA884D,Distance learning,Independent
C02E687A4BB9,Mandatory extracurricular activities,Independent
C0307836F819,Distance learning,Independent
C0355BDE9D90,Distance learning,Independent
C036251405AD,Cell phones at school,Independent
C03D9C272DBF,Cell phones at school,Independent
C03E6E1AF049,Seeking multiple opinions,Independent
C044BD1DAC0E,Cell phones at school,Independent
C0459F75A8DB,Summer projects,Independent
C0493529C98A,Summer projects,Independent
C04A90A73B3D,Summer projects,Independent
C04E9948DEEA,Summer projects,Independent
C0542F9D82BC,Seeking multiple opinions,Independent
C056C8CB9E33,Distance learning,Independent
C05809232F0E,Summer projects,Independent
C05D58286BB5,Mandatory extracurricular activities,Independent
C0611756DF81,Seeking multiple opinions,Independent
C0643251A96A,Seeking multiple opinions,Independent
C068F7168129,Summer projects,Independent
C06AB6F566C8,Summer projects,Independent
C0795AD23ABF,Seeking multiple opinions,Independent
C07B7A0A0AF1,Grades for extracurricular activities,Independent
C08191DD8DD1,Summer projects,Independent
C08F1994B248,Distance learning,Independent
C08FEF535E7F,Cell phones at school,Independent
C0971C7AC826,Mandatory extracurricular activities,Independent
C0979831CC71,Cell phones at school,Independent
C098EB4FFE1B,Cell phones at school,Independent
C09F3A4EA902,Distance learning,Independent
C0AC393B1DC9,Grades for extracurricular activities,Independent
C0AF81E21678,Mandatory extracurricular activities,Independent
C0B2450C6EFC,Grades for extracurricular activities,Independent
C0BA2FA545DC,Community service,Independent
C0BFC88C5F4E,Seeking multiple opinions,Independent
C0D0428510D5,Seeking multiple opinions,Independent
C0D04A96AC45,Summer projects,Independent
C0DF324B581F,Cell phones at school,Independent
C0E0348A72F9,Grades for extracurricular activities,Independent
C0E1F745436E,Seeking multiple opinions,Independent
C0F9FAE946AE,Distance learning,Independent
C101F9CAA4A9,Community service,Independent
C10C76A6A14D,Seeking multiple opinions,Independent
C1152A41E4C8,Seeking multiple opinions,Independent
C11FE94DD6F3,Cell phones at school,Independent
C12807C8F8D5,Distance learning,Independent
C12F7FF27DE7,Mandatory extracurricular activities,Independent
C1442695A931,Seeking multiple opinions,Independent
C1528CD20761,Community service,Independent
C15EBA5345BC,Distance learning,Independent
C160AFBD9D19,Grades for extracurricular activities,Independent
C163D52B6F43,Grades for extracurricular activities,Independent
C18CFB62E375,Community service,Independent
C18D0CE31987,Summer projects,Independent
C18DA1185654,Mandatory extracurricular activities,Independent
C19E458F78DC,Distance learning,Independent
C1A275127D98,Mandatory extracurricular activities,Independent
C1A5212A7E96,Distance learning,Independent
C1A768FBBD12,Seeking multiple opinions,Independent
C1B32D871830,Distance learning,Independent
C1B6590C0397,Cell phones at school,Independent
C1C86CB5DC8D,Summer projects,Independent
C1CC3C045CCB,Community service,Independent
C1D049335CC0,Summer projects,Independent
C1D9A969B6B6,Mandatory extracurricular activities,Independent
C1DD8AC93D1B,Community service,Independent
C1E9FCAC406D,Grades for extracurricular activities,Independent
C1EAD0C50570,Mandatory extracurricular activities,Independent
C1EF875519DC,Mandatory extracurricular activities,Independent
C1F1332EAAE1,Seeking multiple opinions,Independent
C1F37848EC02,Grades for extracurricular activities,Independent
C1F37D3BA776,Mandatory extracurricular activities,Independent
C1F52F0473A1,Mandatory extracurricular activities,Independent
C1FB4CA837E1,Distance learning,Independent
C209A215633C,Cell phones at school,Independent
C20B43E2E9AC,Grades for extracurricular activities,Independent
C20B49FBE2AF,Distance learning,Independent
C20C1032FA1C,Cell phones at school,Independent
C20E686DD676,Community service,Independent
C2108A76827F,Seeking multiple opinions,Independent
C211C3467CCF,Grades for extracurricular activities,Independent
C2128DBEFC42,Mandatory extracurricular activities,Independent
C213E7131A84,Distance learning,Independent
C21666E1F270,Seeking multiple opinions,Independent
C21F5FA26FC7,Distance learning,Independent
C2228FF74DB5,Distance learning,Independent
C223B856BCEB,Community service,Independent
C22959B3262C,Summer projects,Independent
C22DBAED1081,Community service,Independent
C2324684827A,Cell phones at school,Independent
C23535D7A352,Seeking multiple opinions,Independent
C23622128006,Mandatory extracurricular activities,Independent
C236576483D8,Summer projects,Independent
C24AF93496CF,Cell phones at school,Independent
C25CA518A21F,Mandatory extracurricular activities,Independent
C262CF549A63,Seeking multiple opinions,Independent
C2636186175F,Cell phones at school,Independent
C266F2FBD7CC,Grades for extracurricular activities,Independent
C273E9F6D478,Cell phones at school,Independent
C2869BE88FBF,Community service,Independent
C287B9AB69D2,Distance learning,Independent
C28D558C3C2A,Community service,Independent
C290EA8C6F2D,Cell phones at school,Independent
C293D05076A0,Summer projects,Independent
C29A6FAADF82,Mandatory extracurricular activities,Independent
C29C7F7833BC,Seeking multiple opinions,Independent
C2A6C69714EC,Seeking multiple opinions,Independent
C2A80F9E761A,Summer projects,Independent
C2ABDAC2BC2C,Distance learning,Independent
C2ACA7830C43,Grades for extracurricular activities,Independent
C2B40B0DCC34,Distance learning,Independent
C2BF4C553358,Grades for extracurricular activities,Independent
C2DD2FAC6EA4,Seeking multiple opinions,Independent
C2E0FC6F097D,Community service,Independent
C2F236614921,Grades for extracurricular activities,Independent
C2F4EDC43D71,Cell phones at school,Independent
C3002BD0533E,Cell phones at school,Independent
C3172B144AA3,Mandatory extracurricular activities,Independent
C318777ECE9F,Mandatory extracurricular activities,Independent
C3194A4504F5,Distance learning,Independent
C31E318BE4C1,Mandatory extracurricular activities,Independent
C32244E43789,Mandatory extracurricular activities,Independent
C32636188882,Community service,Independent
C32CE391DC3A,Grades for extracurricular activities,Independent
C32DE5F18B26,Mandatory extracurricular activities,Independent
C337C6CCC212,Community service,Independent
C352163DBB69,Distance learning,Independent
C358C5832938,Mandatory extracurricular activities,Independent
C36483B37883,Grades for extracurricular activities,Independent
C374AC1D9119,Community service,Independent
C381020269C2,Grades for extracurricular activities,Independent
C38334385924,Distance learning,Independent
C38FAA6274B6,Mandatory extracurricular activities,Independent
C39D32FD1F07,Cell phones at school,Independent
C39E40DFF3FF,Grades for extracurricular activities,Independent
C3A3146784DC,Cell phones at school,Independent
C3A369E86900,Seeking multiple opinions,Independent
C3AE86A7A222,Mandatory extracurricular activities,Independent
C3B085E2AE8E,Grades for extracurricular activities,Independent
C3B0C8C0F601,Community service,Independent
C3B3675F68FF,Community service,Independent
C3C13F0C0274,Mandatory extracurricular activities,Independent
C3C2EA6B46EE,Distance learning,Independent
C3C456F2758F,Summer projects,Independent
C3D8E8E8B942,Summer projects,Independent
C3D986A84D93,Mandatory extracurricular activities,Independent
C3E739D1FA5B,Mandatory extracurricular activities,Independent
C3E8D00403D9,Community service,Independent
C3EEDCA21B42,Summer projects,Independent
C3EF250CD155,Cell phones at school,Independent
C3F0BCBEED7D,Cell phones at school,Independent
C3F618ABA73C,Grades for extracurricular activities,Independent
C4056209A48C,Distance learning,Independent
C40DB30CB7EB,Cell phones at school,Independent
C40F03045FD8,Cell phones at school,Independent
C4116C4965BB,Cell phones at school,Independent
C4118746172C,Summer projects,Independent
C414E9F1DAA6,Seeking multiple opinions,Independent
C41D0819F2A1,Grades for extracurricular activities,Independent
C42060BAF235,Summer projects,Independent
C421DD678B5E,Mandatory extracurricular activities,Independent
C424CD611304,Distance learning,Independent
C42978129AAC,Cell phones at school,Independent
C431BAD29891,Distance learning,Independent
C435A1D1C3D5,Grades for extracurricular activities,Independent
C43C4C50427E,Summer projects,Independent
C43F61E4FFAA,Cell phones at school,Independent
C440D9C8CE92,Summer projects,Independent
C441FBD9E199,Community service,Independent
C4454B801518,Cell phones at school,Independent
C44A40CDFF3A,Summer projects,Independent
C4579416ABE5,Distance learning,Independent
C4603C43D3A7,Grades for extracurricular activities,Independent
C46949E69D5A,Mandatory extracurricular activities,Independent
C46D504BF8B4,Community service,Independent
C4700AD0EE9A,Community service,Independent
C478F0EDE7AC,Cell phones at school,Independent
C47F20E50D46,Distance learning,Independent
C48A770E3726,Community service,Independent
C48F269A6ED8,Distance learning,Independent
C490AAD18CB2,Seeking multiple opinions,Independent
C493B582595E,Seeking multiple opinions,Independent
C4A4762D911B,Summer projects,Independent
C4A926BBE4AF,Seeking multiple opinions,Independent
C4A9AF8FF90B,Distance learning,Independent
C4AA67D8A012,Distance learning,Independent
C4ABCDD62307,Summer projects,Independent
C4ADC447BAD8,Grades for extracurricular activities,Independent
C4B59C0A3D14,Mandatory extracurricular activities,Independent
C4BCD14367F4,Seeking multiple opinions,Independent
C4C0C752CD48,Cell phones at school,Independent
C4C16DF2FE64,Cell phones at school,Independent
C4C7258F5EA8,Distance learning,Independent
C4CA01FFA237,Cell phones at school,Independent
C4CD645EFB13,Seeking multiple opinions,Independent
C4D39AEFAA87,Grades for extracurricular activities,Independent
C4D76130FDD4,Cell phones at school,Independent
C4D7F37C6969,Summer projects,Independent
C4DFB24CF0DB,Seeking multiple opinions,Independent
C4E2EF38E029,Summer projects,Independent
C4E366BF07A9,Cell phones at school,Independent
C4E882FAAD67,Community service,Independent
C4ED4217DA09,Grades for extracurricular activities,Independent
C4F760DBDD16,Grades for extracurricular activities,Independent
C4FC27B38A8F,Seeking multiple opinions,Independent
C5021AF61E5F,Mandatory extracurricular activities,Independent
C50CDD1C35B2,Community service,Independent
C50FFB4F03F6,Seeking multiple opinions,Independent
C5113BD6EDBF,Summer projects,Independent
C5162A975732,Distance learning,Independent
C51752A9035C,Summer projects,Independent
C519FD18B620,Cell phones at school,Independent
C52FC7AEC11E,Community service,Independent
C532F3BAED7B,Seeking multiple opinions,Independent
C533DB3CDCF5,Grades for extracurricular activities,Independent
C53440E341ED,Seeking multiple opinions,Independent
C5382404A84B,Grades for extracurricular activities,Independent
C53E390ACF12,Grades for extracurricular activities,Independent
C53ECFCAD653,Cell phones at school,Independent
C541FA8BBFDB,Seeking multiple opinions,Independent
C546087ABE6D,Cell phones at school,Independent
C54A9F8D32D5,Cell phones at school,Independent
C54D1303CA88,Summer projects,Independent
C54DFE18A444,Summer projects,Independent
C555B9B02440,Seeking multiple opinions,Independent
C5565E4761B7,Seeking multiple opinions,Independent
C5566100FDF2,Cell phones at school,Independent
C55E03052E48,Community service,Independent
C55E6125411D,Cell phones at school,Independent
C55E751BB583,Distance learning,Independent
C55EA5FFDB2D,Distance learning,Independent
C56C380A7CF3,Cell phones at school,Independent
C579A4D6151E,Distance learning,Independent
C57EBACC6802,Summer projects,Independent
C584DEDB2BAB,Seeking multiple opinions,Independent
C58FBAA7598E,Summer projects,Independent
C594B85513B6,Grades for extracurricular activities,Independent
C59ED272B57C,Seeking multiple opinions,Independent
C5A3278EB458,Mandatory extracurricular activities,Independent
C5A56B482FAA,Grades for extracurricular activities,Independent
C5AA5B05E972,Grades for extracurricular activities,Independent
C5BAE31EFC62,Seeking multiple opinions,Independent
C5C8126C1E65,Distance learning,Independent
C5CED4ACED85,Cell phones at school,Independent
C5D21B0E0FD6,Distance learning,Independent
C5D2BF4CA642,Summer projects,Independent
C5D42689EFA4,Cell phones at school,Independent
C5E15819B7D6,Grades for extracurricular activities,Independent
C5E72440FE13,Distance learning,Independent
C5EDEF3A8C35,Summer projects,Independent
C5EF5C407C10,Seeking multiple opinions,Independent
C5EFBFA0F25E,Distance learning,Independent
C5F1272FF970,Summer projects,Independent
C5F5F1D83B63,Distance learning,Independent
C5F79FBC2A5F,Mandatory extracurricular activities,Independent
C60689EE82FA,Mandatory extracurricular activities,Independent
C616CFDBCA6A,Distance learning,Independent
C6171901DBA7,Distance learning,Independent
C621091FAE94,Summer projects,Independent
C6278E01D797,Seeking multiple opinions,Independent
C6281A6521AB,Summer projects,Independent
C629F50CB2BE,Grades for extracurricular activities,Independent
C632BD2F7AAB,Mandatory extracurricular activities,Independent
C63A4D0D395D,Community service,Independent
C646479A45F3,Seeking multiple opinions,Independent
C647D6659C92,Seeking multiple opinions,Independent
C65820493112,Community service,Independent
C6666C27A92A,Summer projects,Independent
C66B1884100A,Summer projects,Independent
C66BE7AC0796,Grades for extracurricular activities,Independent
C67A906CFBA9,Mandatory extracurricular activities,Independent
C67DED3264EC,Seeking multiple opinions,Independent
C683CDE5D712,Community service,Independent
C68590C2792E,Cell phones at school,Independent
C68A69F99946,Seeking multiple opinions,Independent
C69853525118,Cell phones at school,Independent
C6A6ABE9563A,Seeking multiple opinions,Independent
C6A9C44FAD1C,Mandatory extracurricular activities,Independent
C6B21B6E5767,Distance learning,Independent
C6BB30D4C189,Mandatory extracurricular activities,Independent
C6BF2843D7D0,Seeking multiple opinions,Independent
C6C21C855774,Distance learning,Independent
C6C50AA537AF,Cell phones at school,Independent
C6C57367A0E9,Summer projects,Independent
C6CD02160C0D,Grades for extracurricular activities,Independent
C6CD19E2420F,Distance learning,Independent
C6D0943E61A7,Mandatory extracurricular activities,Independent
C6E34B968553,Cell phones at school,Independent
C6E4BB599BEA,Cell phones at school,Independent
C6EF9DDBAA4C,Mandatory extracurricular activities,Independent
C6F509A96B5B,Cell phones at school,Independent
C6F50F41B977,Grades for extracurricular activities,Independent
C6FC598DC4D1,Community service,Independent
C6FEDB129649,Distance learning,Independent
C70021F6FE17,Grades for extracurricular activities,Independent
C702182B24A5,Cell phones at school,Independent
C70E3EEED307,Grades for extracurricular activities,Independent
C70EF8435281,Mandatory extracurricular activities,Independent
C712BBBA5BF5,Summer projects,Independent
C716B4A085B3,Distance learning,Independent
C71AC41CEDEA,Community service,Independent
C7334AC6BE82,Grades for extracurricular activities,Independent
C7373B980F7E,Mandatory extracurricular activities,Independent
C73951E1672A,Mandatory extracurricular activities,Independent
C73E5FD6E5ED,Community service,Independent
C743CBC9C988,Distance learning,Independent
C74CFA4E78D4,Cell phones at school,Independent
C74D540B715B,Cell phones at school,Independent
C7535D12B057,Seeking multiple opinions,Independent
C75471F5ED96,Summer projects,Independent
C755C1F6B4A7,Distance learning,Independent
C75687356FFE,Summer projects,Independent
C758F58834AD,Community service,Independent
