essay_id_comp,n_effectiveness_elements,quality_index
BE1E07640466,4,1.25
BE243683124A,12,0.916667
BE2EFAD9E4DF,12,1.0
BE3528E08156,12,1.25
BE3B47A38A44,8,1.375
BE3CDD3C096D,6,1.333333
BE464F52C63D,9,0.666667
BE467B258799,8,1.625
BE4764F7BFF1,17,1.176471
BE491CB91FD3,9,1.555556
BE4BF0AD2979,12,1.5
BE4E34FD45B6,14,1.142857
BE5D3ADC4F2B,13,1.153846
BE62C5534E8B,4,1.0
BE68B9E53CCB,6,1.5
BE694C1289EF,5,0.8
BE6A9A5A2824,12,1.0
BE6D18BAA3D1,9,1.333333
BE803DB36DBC,11,1.090909
BE80D73EC131,9,1.777778
BEA1BEB4D331,9,1.0
BEA3DD78D206,10,0.9
BEA6B3D459CC,6,1.0
BEAC2B192D02,11,1.454545
BEAD93DDDB69,9,1.111111
BEB1900622E4,13,1.461538
BEB9FA0DE942,7,1.0
BEBB6FC233B7,8,1.0
BEC46C36BC47,10,1.5
BEC88463148B,14,1.0
BECA96F21873,9,1.0
BECD43430921,9,0.777778
BECFCA5BFABD,5,1.0
BED033B2C361,9,1.222222
BED647C69EDF,14,1.0
BED7C30345A0,7,0.857143
BEDC43C0FE6A,8,1.0
BEDEBC52CD1A,10,1.3
BEDFC81C8E66,15,1.066667
BEE16EB0ACF4,6,1.166667
BEE1B9179E2C,5,1.0
BEE6B76959CE,15,1.2
BEEC3F8E676F,12,1.0
BEEE3AC55C0E,12,1.333333
BEF5E55E29CB,8,1.25
BF00A0DFDA72,12,1.5
BF01FFEF8CB3,8,1.0
BF0241C10324,9,1.666667
BF040431FB95,12,1.0
BF0ADF374100,12,1.083333
BF0D14D14F35,6,1.0
BF1212223916,15,1.0
BF17866F7014,13,1.153846
BF205C369289,13,1.0
BF21FE121718,10,1.2
BF2E86982E3A,17,1.470588
BF3A5AE6F0C1,12,1.666667
BF3B2E113A65,10,1.0
BF3CC3305C55,9,1.888889
BF4BD008BA9E,14,1.0
BF4D8E461594,11,1.090909
BF5384FC042A,11,1.454545
BF5E801B7FD6,4,0.75
BF619ADE9BF4,7,1.857143
BF6463EA5A5F,8,1.0
BF6BB8DC9EF7,10,0.9
BF795A45BEA1,9,1.444444
BF7C67E62F30,10,1.5
BF86BBE4C2E5,7,1.0
BF8863D1361B,7,1.142857
BF8BD3F4C67E,11,1.0
BF950D449303,9,1.444444
BF960F59D07C,13,1.230769
BF9A3A65135E,6,1.0
BF9ACEA631D8,10,1.0
BF9D28CEA717,7,1.571429
BFA04D3BB1B5,7,1.142857
BFA9F9B90BFB,15,1.2
BFAE37AAB648,11,1.090909
BFB78DA9AC86,7,0.714286
BFBD47C22FB3,6,1.0
BFC1DA1CCD97,17,1.588235
BFC824D7C408,11,1.727273
BFD53A1B3342,6,1.0
BFDBB9112E6B,11,1.272727
BFDFE5AA2F9E,11,1.0
BFEB164FF565,10,1.5
BFECB89ECF69,8,0.875
BFED2B049566,10,1.1
BFEDA9FE9F1E,11,1.272727
BFF1386AFBE2,9,1.0
BFF614D2073D,10,1.0
BFF7296A29FE,9,1.111111
BFF79DCB9336,12,1.083333
BFF95BC69F64,14,1.0
BFFCCDE1E5DA,5,1.4
BFFDCA7C7E1E,8,1.0
BFFE97547241,10,1.3
C002A99091B1,7,1.142857
C00C50C17BD3,8,1.0
C00E1BA4B107,8,1.0
C01B298F4F3C,10,1.0
C0240B58DB32,6,1.166667
C024BE77795B,12,1.0
C0288C918431,11,1.454545
C02A65E91884,7,1.0
C02B1D9A374B,10,0.9
C02D71CA884D,14,1.428571
C02E687A4BB9,9,1.111111
C0307836F819,10,1.3
C0355BDE9D90,8,1.125
C036251405AD,7,1.0
C03D9C272DBF,10,1.0
C03E6E1AF049,9,1.0
C044BD1DAC0E,10,1.1
C0459F75A8DB,13,1.307692
C0493529C98A,9,1.0
C04A90A73B3D,10,1.0
C04E9948DEEA,10,1.4
C0542F9D82BC,9,0.888889
C056C8CB9E33,15,1.066667
C05809232F0E,9,1.888889
C05D58286BB5,9,2.0
C0611756DF81,9,1.777778
C0643251A96A,5,1.0
C068F7168129,7,1.571429
C06AB6F566C8,11,1.636364
C0795AD23ABF,10,1.0
C07B7A0A0AF1,10,1.0
C08191DD8DD1,12,1.083333
C08F1994B248,13,2.0
C08FEF535E7F,12,1.083333
C0971C7AC826,13,1.307692
C0979831CC71,9,1.0
C098EB4FFE1B,10,0.8
C09F3A4EA902,16,1.25
C0AC393B1DC9,8,1.0
C0AF81E21678,7,1.285714
C0B2450C6EFC,5,1.0
C0BA2FA545DC,12,1.5
C0BFC88C5F4E,12,1.333333
C0D0428510D5,11,1.181818
C0D04A96AC45,15,1.333333
C0DF324B581F,10,1.0
C0E0348A72F9,7,1.0
C0E1F745436E,13,1.0
C0F9FAE946AE,16,1.6875
C101F9CAA4A9,13,1.307692
C10C76A6A14D,9,1.111111
C1152A41E4C8,12,1.333333
C11FE94DD6F3,8,1.0
C12807C8F8D5,9,1.222222
C12F7FF27DE7,11,1.181818
C1442695A931,8,1.0
C1528CD20761,9,1.222222
C15EBA5345BC,11,1.090909
C160AFBD9D19,10,1.0
C163D52B6F43,6,1.166667
C18CFB62E375,7,1.0
C18D0CE31987,14,1.0
C18DA1185654,5,1.0
C19E458F78DC,12,1.0
C1A275127D98,9,1.111111
C1A5212A7E96,12,1.0
C1A768FBBD12,9,1.111111
C1B32D871830,16,1.25
C1B6590C0397,11,1.0
C1C86CB5DC8D,12,1.333333
C1CC3C045CCB,5,0.8
C1D049335CC0,16,1.0
C1D9A969B6B6,7,1.142857
C1DD8AC93D1B,9,1.222222
C1E9FCAC406D,4,1.0
C1EAD0C50570,6,0.833333
C1EF875519DC,7,1.142857
C1F1332EAAE1,13,1.0
C1F37848EC02,8,1.0
C1F37D3BA776,14,1.5
C1F52F0473A1,10,1.0
C1FB4CA837E1,16,1.0625
C209A215633C,6,1.0
C20B43E2E9AC,8,1.0
C20B49FBE2AF,6,1.0
C20C1032FA1C,10,1.0
C20E686DD676,10,1.0
C2108A76827F,9,1.0
C211C3467CCF,8,1.5
C2128DBEFC42,6,1.0
C213E7131A84,14,1.285714
C21666E1F270,12,1.083333
C21F5FA26FC7,9,1.0
C2228FF74DB5,13,1.076923
C223B856BCEB,8,1.0
C22959B3262C,6,1.0
C22DBAED1081,8,0.75
C2324684827A,5,1.0
C23535D7A352,11,1.090909
C23622128006,9,1.111111
C236576483D8,12,1.416667
C24AF93496CF,8,0.875
C25CA518A21F,9,1.111111
C262CF549A63,6,1.0
C2636186175F,8,1.0
C266F2FBD7CC,6,1.166667
C273E9F6D478,8,1.0
C2869BE88FBF,11,1.181818
C287B9AB69D2,12,1.416667
C28D558C3C2A,7,1.571429
C290EA8C6F2D,7,1.0
C293D05076A0,13,1.615385
C29A6FAADF82,8,1.0
C29C7F7833BC,14,1.285714
C2A6C69714EC,12,1.666667
C2A80F9E761A,9,1.555556
C2ABDAC2BC2C,10,1.3
C2ACA7830C43,9,1.0
C2B40B0DCC34,17,1.294118
C2BF4C553358,7,1.142857
C2DD2FAC6EA4,9,1.333333
C2E0FC6F097D,6,1.833333
C2F236614921,8,1.125
C2F4EDC43D71,12,1.083333
C3002BD0533E,11,1.0
C3172B144AA3,9,1.111111
C318777ECE9F,13,1.307692
C3194A4504F5,18,0.944444
C31E318BE4C1,11,0.909091
C32244E43789,8,1.0
C32636188882,8,1.125
C32CE391DC3A,12,1.0
C32DE5F18B26,9,1.111111
C337C6CCC212,12,1.25
C352163DBB69,7,1.285714
C358C5832938,8,1.0
C36483B37883,4,1.0
C374AC1D9119,7,1.0
C381020269C2,11,1.0
C38334385924,9,0.888889
C38FAA6274B6,14,1.071429
C39D32FD1F07,11,1.0
C39E40DFF3FF,7,1.0
C3A3146784DC,9,0.888889
C3A369E86900,7,0.857143
C3AE86A7A222,10,1.2
C3B085E2AE8E,7,1.0
C3B0C8C0F601,9,1.0
C3B3675F68FF,17,1.294118
C3C13F0C0274,9,1.444444
C3C2EA6B46EE,8,1.0
C3C456F2758F,12,1.666667
C3D8E8E8B942,10,1.3
C3D986A84D93,9,0.666667
C3E739D1FA5B,8,1.125
C3E8D00403D9,5,1.4
C3EEDCA21B42,11,1.818182
C3EF250CD155,10,1.0
C3F0BCBEED7D,9,1.0
C3F618ABA73C,6,1.333333
C4056209A48C,14,1.428571
C40DB30CB7EB,10,1.1
C40F03045FD8,8,1.0
C4116C4965BB,7,1.0
C4118746172C,9,0.888889
C414E9F1DAA6,10,1.3
C41D0819F2A1,10,1.2
C42060BAF235,8,1.25
C421DD678B5E,10,1.1
C424CD611304,11,1.272727
C42978129AAC,8,0.875
C431BAD29891,16,1.1875
C435A1D1C3D5,8,1.25
C43C4C50427E,8,1.125
C43F61E4FFAA,11,1.272727
C440D9C8CE92,9,1.555556
C441FBD9E199,11,1.181818
C4454B801518,7,1.0
C44A40CDFF3A,14,1.642857
C4579416ABE5,12,1.416667
C4603C43D3A7,4,1.0
C46949E69D5A,13,1.076923
C46D504BF8B4,10,1.4
C4700AD0EE9A,8,1.125
C478F0EDE7AC,6,1.0
C47F20E50D46,9,1.111111
C48A770E3726,8,1.0
C48F269A6ED8,10,0.9
C490AAD18CB2,9,1.0
C493B582595E,9,1.0
C4A4762D911B,12,0.916667
C4A926BBE4AF,9,1.0
C4A9AF8FF90B,13,1.0
C4AA67D8A012,16,1.3125
C4ABCDD62307,7,1.571429
C4ADC447BAD8,8,1.125
C4B59C0A3D14,9,1.555556
C4BCD14367F4,12,1.416667
C4C0C752CD48,6,1.0
C4C16DF2FE64,11,1.0
C4C7258F5EA8,16,1.5
C4CA01FFA237,9,1.222222
C4CD645EFB13,9,1.111111
C4D39AEFAA87,9,1.111111
C4D76130FDD4,8,1.0
C4D7F37C6969,12,1.416667
C4DFB24CF0DB,6,1.166667
C4E2EF38E029,8,1.0
C4E366BF07A9,14,1.0
C4E882FAAD67,9,1.222222
C4ED4217DA09,5,1.2
C4F760DBDD16,8,1.0
C4FC27B38A8F,9,1.666667
C5021AF61E5F,10,0.8
C50CDD1C35B2,10,0.8
C50FFB4F03F6,9,1.0
C5113BD6EDBF,12,1.0
C5162A975732,12,1.666667
C51752A9035C,10,1.7
C519FD18B620,6,1.0
C52FC7AEC11E,7,1.0
C532F3BAED7B,9,1.222222
C533DB3CDCF5,6,1.5
C53440E341ED,9,1.0
C5382404A84B,10,0.8
C53E390ACF12,10,1.4
C53ECFCAD653,8,1.0
C541FA8BBFDB,11,1.181818
C546087ABE6D,9,1.0
C54A9F8D32D5,7,1.0
C54D1303CA88,9,1.666667
C54DFE18A444,9,1.444444
C555B9B02440,9,0.777778
C5565E4761B7,11,1.090909
C5566100FDF2,6,1.0
C55E03052E48,5,1.4
C55E6125411D,7,0.857143
C55E751BB583,9,1.333333
C55EA5FFDB2D,16,1.375
C56C380A7CF3,6,1.0
C579A4D6151E,15,1.866667
C57EBACC6802,13,1.230769
C584DEDB2BAB,7,1.857143
C58FBAA7598E,15,1.2
C594B85513B6,10,0.9
C59ED272B57C,10,1.0
C5A3278EB458,12,0.75
C5A56B482FAA,10,1.7
C5AA5B05E972,9,1.666667
C5BAE31EFC62,9,1.0
C5C8126C1E65,14,1.142857
C5CED4ACED85,8,1.0
C5D21B0E0FD6,13,1.0
C5D2BF4CA642,11,1.181818
C5D42689EFA4,12,1.0
C5E15819B7D6,6,1.333333
C5E72440FE13,12,1.083333
C5EDEF3A8C35,9,1.777778
C5EF5C407C10,8,1.125
C5EFBFA0F25E,12,1.0
C5F1272FF970,12,1.25
C5F5F1D83B63,11,1.181818
C5F79FBC2A5F,14,1.214286
C60689EE82FA,11,0.909091
C616CFDBCA6A,9,1.0
C6171901DBA7,14,1.428571
C621091FAE94,12,1.416667
C6278E01D797,8,1.0
C6281A6521AB,9,1.222222
C629F50CB2BE,6,1.0
C632BD2F7AAB,11,1.181818
C63A4D0D395D,10,1.5
C646479A45F3,15,1.533333
C647D6659C92,7,1.0
C65820493112,7,1.142857
C6666C27A92A,9,1.222222
C66B1884100A,9,1.222222
C66BE7AC0796,7,1.142857
C67A906CFBA9,9,1.444444
C67DED3264EC,10,1.0
C683CDE5D712,5,1.4
C68590C2792E,12,1.0
C68A69F99946,10,1.2
C69853525118,8,1.125
C6A6ABE9563A,7,1.0
C6A9C44FAD1C,9,1.0
C6B21B6E5767,22,0.954545
C6BB30D4C189,9,1.222222
C6BF2843D7D0,7,1.142857
C6C21C855774,12,1.416667
C6C50AA537AF,7,0.571429
C6C57367A0E9,13,1.0
C6CD02160C0D,6,1.833333
C6CD19E2420F,14,1.571429
C6D0943E61A7,13,1.230769
C6E34B968553,9,1.0
C6E4BB599BEA,9,1.0
C6EF9DDBAA4C,12,1.416667
C6F509A96B5B,8,1.0
C6F50F41B977,9,1.0
C6FC598DC4D1,7,1.0
C6FEDB129649,11,1.090909
C70021F6FE17,9,1.0
C702182B24A5,8,1.125
C70E3EEED307,4,1.25
C70EF8435281,12,1.0
C712BBBA5BF5,9,1.777778
C716B4A085B3,12,0.833333
C71AC41CEDEA,9,1.111111
C7334AC6BE82,8,1.0
C7373B980F7E,15,0.933333
C73951E1672A,9,1.111111
C73E5FD6E5ED,17,1.470588
C743CBC9C988,17,1.117647
C74CFA4E78D4,3,1.0
C74D540B715B,13,1.0
C7535D12B057,8,1.25
C75471F5ED96,8,1.25
C755C1F6B4A7,12,1.416667
C75687356FFE,11,1.090909
C758F58834AD,5,1.0
C75AC8417907,11,1.0
C75B9C4FFEAD,12,0.75
C762A53BA0E5,14,1.142857
C764B1469FEE,7,1.0
C77A4B0D6FF1,16,1.125
C7868A739937,6,1.5
C78D5D70A58F,8,1.125
C794A9BE171F,11,1.0
C79B9A5B5D13,11,1.0
C79DB872B022,13,0.615385
C7A018905E52,9,1.0
C7A8E7FB21EE,4,0.75
C7B95C4C7D3F,13,1.076923
C7BD62EA392F,6,1.0
C7BFC84A7A01,9,1.222222
C7C25AB56695,8,0.875
C7C8290B69FD,8,1.0
C7CEFE3F256D,12,1.25
C7DA04746915,13,1.461538
C7ECAA52573D,6,1.0
C7F89A199353,10,1.1
C7F9CF7196EC,6,1.0
C7FDBAE38C0C,12,1.0
C802F00716E0,8,1.75
C80312F1821A,7,1.0
C8080378BD24,12,1.333333
C80F42A2B53B,9,1.444444
C816339C4D91,14,1.857143
C818ACA9DB76,12,1.083333
C81F05802F6C,6,1.0
C822187BF7E4,8,0.5
C82BB4F87265,8,1.0
C834107D49D3,9,1.0
C8352C0FAADE,9,1.0
C8359CAD745F,9,1.0
C83A7FABBD07,10,1.3
C83EB6623D24,7,1.857143
C848C44E3004,14,1.0
C848E72F7CE0,9,1.0
C85220A1938A,3,0.333333
C85BA77FBF86,9,1.555556
C85EFB28D2F6,5,0.6
C86149D0B9FD,16,1.375
C862AF5812E2,6,1.0
C865637A034A,7,1.0
C86A3BBC881C,12,0.916667
C87164C940D0,12,1.083333
C87505F8CC28,10,1.5
C879A485810D,6,0.833333
C87A23D05F39,12,1.666667
C88300C2CA72,15,1.0
C88B4EAD8DE4,11,1.636364
C89B8FFD5DAE,7,1.285714
C8ABD5217114,10,0.9
C8AEF0F632C0,12,0.916667
C8B5F5F1F6DC,14,1.0
C8BDD6A253D2,10,1.5
C8BF047C67E6,9,0.888889
C8C168A9F3CC,9,1.222222
C8C6FF614971,12,1.25
C8C708EC29F7,11,0.909091
C8D236725B26,10,1.3
C8D3EB90EB29,14,1.5
C8E30EE22644,13,1.0
C8E9D6F3C80A,14,1.0
C8EBB096262B,10,1.2
C8EF7048C03F,9,1.0
C8F035B467A7,7,1.0
C8F0F3C12D4A,11,1.181818
C8F152D4D8CB,12,1.416667
C8F378A4AC05,14,1.071429
C8FB2508978A,12,0.583333
C9025EF47F8F,19,1.052632
C90418EBE934,6,1.666667
C904BF74BED7,8,1.125
C906B982A3F6,6,1.0
C9083A6A4955,8,1.25
C91AE52A385C,8,1.25
C9297C1BF9C8,13,1.076923
C9313379E449,5,0.4
C93D4A5EA7F2,6,1.166667
C9408D6689CF,9,1.0
C9418C26839F,11,1.090909
C944AAD86BA6,11,1.0
C9476E86A834,13,1.769231
C94A37408A7E,12,1.0
C94AC952D287,7,1.0
C94CAA3F0326,5,1.4
C955208BEEC3,5,0.8
C95E8958D4A0,6,1.0
C96084A18640,12,1.416667
C9771D45787A,13,1.153846
C977338F6A53,15,1.733333
C97AF423A6AA,9,1.0
C97DFE0AC3C4,9,1.222222
C97FB0BE063C,18,1.0
C9896C21A7AB,8,1.0
C98FE6669AA6,9,1.222222
C9966CF28678,9,1.111111
C99AB6D2F57D,9,1.444444
C99AE311CB7B,6,1.0
C9A1E85BF75F,4,1.5
C9B06B12D9F8,9,1.0
C9B1476CF832,8,1.0
C9B1827498E4,12,1.166667
C9BA274FDEBC,9,1.0
C9C61B8A1FEC,9,1.0
C9CB05ABAE95,9,0.888889
C9CCBA64CAC7,6,1.0
C9CEB2109C27,3,1.0
C9D65FBBED8A,4,1.0
C9DCBE24604E,9,1.111111
C9DD23612CF3,10,0.9
C9DD4EB1184B,5,1.0
C9EB6EB6551D,12,1.0
C9F082EEAFED,9,1.666667
C9F2A45330E1,6,1.0
C9F4BEBB3C8A,14,1.357143
CA04119154FF,4,1.0
CA085FEC0E7F,5,1.6
CA0C21200F78,12,1.333333
CA0D04C09E69,12,1.416667
CA0FB6DB7B80,13,1.076923
CA12A5A210FF,9,0.888889
CA14AD55CFF2,13,1.384615
CA290993DFBA,9,1.0
CA2987A57568,9,1.777778
CA2C46AF6ADA,8,1.375
CA3937072A24,8,1.0
CA3BC65D287E,11,1.454545
CA3D7372D7A1,9,1.555556
CA488B39385B,7,1.142857
CA4E39042770,8,1.0
CA4E67209D3C,12,0.916667
CA582B3F191F,13,0.923077
CA59BF7649BE,11,1.090909
CA5F9BF59047,8,1.0
CA61EF11F94F,9,1.111111
CA62122BB195,14,1.071429
CA79F1AAB238,11,1.272727
CA8A4FFB3340,7,1.142857
CA92495BE92E,7,1.571429
CA94E604C5A7,6,0.833333
CAA042CADA38,7,1.0
CAA05AE141EC,10,1.0
CAB0789D6C0B,12,1.25
CAB3B0C8A35A,6,1.0
CAB6B814A374,9,0.777778
CABB5AA3A94C,10,0.9
CAC29E888AC2,10,1.4
CAC42EC32F44,12,1.166667
CAC4E6021973,9,1.888889
CACCC14E28CA,10,1.5
CAD0AF209830,12,1.166667
CAD0D30AED49,9,1.333333
CAD24215C906,9,1.0
CAD4163FACC6,7,1.571429
CAE7D71D66A3,14,1.785714
CAFA42F8876C,9,1.0
CAFEA3C5D3D2,11,1.0
CB00405C862D,12,1.666667
CB02DCCE6F0C,13,1.076923
CB0BF6DDF9B7,5,1.0
CB1E8FFD4CB4,12,1.0
CB1FC8879E6C,8,1.0
CB2940550B0B,10,1.9
CB31D19D0197,8,1.0
CB3749354CBE,11,1.0
CB5B26848843,13,1.0
CB601F313149,6,1.0
CB648246281B,8,1.0
CB66B685DAF6,10,0.8
CB7BC04EF923,18,1.555556
CB85284D9023,12,1.083333
CB8B86AD7823,12,1.083333
CB8C066F9865,5,1.2
CB8D9DD083FC,12,1.333333
CB97EA7E4FB7,12,1.166667
CB9B610D53B9,6,1.0
CBA9043182C5,11,1.090909
CBACC9B7B6A3,6,1.0
CBB4595ECAB7,10,1.0
CBB4FB668826,5,1.2
CBB78E310747,15,1.133333
CBC0F741B812,14,1.357143
CBC37734DC80,12,1.0
CBC6BC024F61,7,1.142857
CBCA3CFF320B,12,1.0
CBCD5EF05F0F,7,1.0
CBD00586CABD,8,0.5
CBD364987E2D,6,0.833333
CBDAC6EED622,5,1.6
CBF37BFEBF8F,14,1.0
CBF4EA907772,8,1.125
CBF57C499977,8,1.0
CBF7A08C8352,9,1.0
CBFBF31128DC,15,1.066667
CBFDC3A0F573,12,1.0
CC059B14457A,7,1.0
CC06612E842A,13,1.615385
CC067F0DC876,7,1.142857
CC0AC8356D9E,16,1.0
CC149CD4B584,6,1.0
CC1A3887E593,13,1.0
CC207E107BB9,9,1.111111
CC23A03E8F99,12,1.75
CC2697CF981F,8,1.25
CC27DF7CB308,12,1.0
CC2EAAA8FA84,7,1.0
CC2FAE6B5135,5,1.0
CC38587E9634,9,1.111111
CC3E52BD8711,7,1.0
CC414865C2A4,7,1.142857
CC41AE0A268E,11,1.272727
CC4307140FF8,14,1.071429
CC44D32FF288,14,1.071429
CC48A051FAC9,11,1.090909
CC4A42F9E5A1,4,1.0
CC4B93E84451,13,1.153846
CC50C8238771,12,1.083333
CC5CB298AF94,11,1.0
CC68BA9DCB2F,4,1.0
CC7F0C052EBC,12,1.0
CC859523C0FE,8,1.0
CC8C5C963660,9,1.444444
CC9290DC336A,12,1.25
CC92F24A2B5D,8,1.125
CC93F09080FF,12,1.833333
CC9D461148DD,17,1.529412
CC9DB5A93782,9,1.444444
CCA7A1220DA0,9,1.888889
CCAB0FEFDD57,12,1.0
CCB089BF4CBB,15,1.0
CCB48976ED97,11,1.545455
CCB499F8A658,13,1.307692
CCB5654799E0,7,1.0
CCC18C6C74FD,8,1.0
CCD18F76562C,8,1.125
CCD66CF93741,11,1.090909
CCE09F209A52,9,1.222222
CCF236C2E533,18,1.5
CCFC07FF5EAF,6,0.666667
CD0BFAC0335E,11,1.0
CD0C46A0B2E6,9,1.666667
CD0D6C6F1CA5,11,1.272727
CD0E358CA76C,14,1.214286
CD166FD9EFA6,6,1.0
CD1B4AE39682,8,1.0
CD1E5F827178,7,1.0
CD2D05D53579,9,1.111111
CD2F2FAFD908,9,1.0
CD3621334165,11,1.272727
CD53BFFA5474,13,1.384615
CD560904AA43,12,1.0
CD586C88F4F3,12,0.75
CD7186F8F046,12,1.416667
CD7860A8F65C,17,1.0
CD7CD8E7FD01,11,1.090909
CD80ECE3B0B9,8,1.0
CD86F7930D58,11,1.0
CD954674E1A6,9,0.888889
CDAE662C4C8F,10,1.0
CDBC48E5C0CE,14,1.285714
CDBE82430B57,11,1.0
CDC9899690AE,12,1.416667
CDD50E22791C,12,1.5
CDD6D1B45E9F,4,0.75
CDDA29D40933,8,1.125
CDDBB110BFDE,8,1.875
CDE03944D26E,9,1.0
CDE3CED1BF53,9,1.0
CDE59500111A,7,1.0
CDEA9FC4A2C1,8,1.125
CDEC57E94C93,11,1.0
CDEDC1098F6F,9,1.0
CDF1BA18E83D,6,1.166667
CDF2746198CB,11,0.909091
CDF386816566,8,1.125
CE04D4F7AFFA,6,1.5
CE0E51D39469,9,1.333333
CE15E101E5F4,11,1.181818
CE17C1752FCF,12,1.5
CE2EC298670A,14,1.0
CE38BA1D5ECB,6,1.0
CE4390D4602A,8,1.125
CE464A23BF82,8,1.125
CE58704B8EB3,10,1.3
CE5D744B6D39,7,1.714286
CE64FA08E4CF,12,0.916667
CE6645D21A3C,7,1.0
CE7153D68C2C,12,1.0
CE71F3B528C0,9,1.666667
CE7797E62422,9,1.555556
CE7927383786,8,1.125
CE811414777B,13,1.076923
CE8793AE1BE8,6,1.0
CE8949FA18F7,6,1.0
CE94B3F26D2F,11,1.727273
CE94E0384C1E,8,1.0
CE96B36BFD62,6,1.0
CE97B1D61822,7,1.0
CE9CD7275C9F,9,1.555556
CE9EB0366069,9,1.888889
CEB3F5203744,13,1.0
CEB62725E8AC,10,1.0
CEBCD9972E27,10,1.6
CEBEA9F6E14A,11,0.818182
CEC33A9DE0D1,12,1.416667
CEC514057422,8,1.0
CEC54A466477,8,1.0
CED03E44340E,9,1.333333
CED4ADA9A012,8,1.125
CEEFCBFE54E4,11,1.181818
CEF2E641BA34,7,0.285714
CEF302996231,11,1.0
CEF38B3F9C98,12,1.083333
CEF5DF69B6C8,6,1.0
CEF8476956C8,10,1.7
CEF952C47189,11,1.0
CF0214901725,12,1.0
CF0311F24BF5,11,1.272727
CF0869D8847B,10,1.0
CF17C124F4F5,9,1.444444
CF1A749C4A9D,13,1.615385
CF2138A08358,8,1.25
CF2400A27FF1,4,1.0
CF28BC9A342E,12,1.0
CF2D1F83542F,10,1.2
CF38E140E4E7,9,1.0
CF43485AE351,14,1.714286
CF4C15E4C499,10,1.4
CF6ED3973EDC,14,1.0
CF6FE8034822,11,1.0
CF73E9CEBB0F,16,1.1875
CF77CA304B48,11,0.909091
CF794C60C928,9,1.0
CF84C9D788A9,8,1.125
CF8567D901BE,7,1.0
CF882151082B,7,0.428571
CF89338D76B5,15,2.0
CF8CA7E3A69A,5,0.6
CF9059F3EC39,10,1.5
CF91CB6E66F6,9,1.555556
CF96F5721A28,12,1.916667
CF9FB3659686,6,0.833333
CFA85271A07D,17,1.0
CFAF62184AB2,12,1.25
CFBCF638F69D,10,1.2
CFC8DF0444C4,11,1.272727
CFCB45ABFDA6,11,1.0
CFDCEE813DF6,10,1.5
CFE773F1600B,15,1.066667
CFE8C526400C,12,1.0
CFF4F33406B9,8,1.0
D000E7A255F9,8,1.0
D0013137BFDC,10,1.0
D0028C081AAE,3,1.0
D00460894B72,11,1.0
D004E26954B5,8,1.0
D0050F9D9621,12,1.0
D0079E60DFF1,5,1.0
D01060C5AE7D,12,0.916667
D0131DAC0F63,9,1.111111
D0179FB2F5C4,14,1.357143
D01974AA2710,8,1.0
D022656B1A36,12,1.333333
D0279F114F87,9,1.333333
D02E77657183,11,1.0
D03DB4C370ED,11,1.090909
D03FBD778280,3,1.0
D04C3774DA9D,7,1.571429
D058B8D2DFF3,6,1.0
D058C7DB9BA0,9,1.111111
D0647F201215,6,1.0
D06845D6FB0B,10,1.0
D06917E7E152,12,1.583333
D070ABC49274,9,1.111111
D0733E25A2C7,9,1.0
D087A8C24570,13,1.384615
D08E02A84446,10,1.1
D08FD4520B2F,12,1.166667
D0959D2F116B,10,1.4
D0A7DA572ED0,12,1.0
D0AAEE68941A,6,1.166667
D0ACE61F9DB1,12,0.833333
D0B9A46601E3,15,1.133333
D0BE9AFCE9F3,8,1.0
D0C00F3D38E3,12,1.333333
D0C6EB30D833,9,1.666667
D0CE35FADE7A,6,1.166667
D0CE7A343841,7,1.0
D0D8097D243C,11,0.727273
D0D8311DFC48,15,0.933333
D0DCC58B6C2B,7,1.0
D0EACBBBD862,6,1.5
D0EDA246FCA0,11,1.0
D0EEB2FA5D83,10,1.5
D0F1007406F5,14,1.0
D101D161CBBC,18,1.055556
D102D36FB9F0,7,1.0
D11D5C84764E,5,1.4
D127164A73CF,8,0.875
D12739E3912D,13,1.307692
D12A571CCFA4,9,1.444444
D12A8B3D1C11,8,1.0
D1400AFDC972,9,0.888889
D140D284B493,11,1.272727
D148D41C5D42,8,1.0
D14F3F93CF54,7,0.857143
D150E09CBC2E,13,1.0
D15265B4D1FC,15,1.066667
D15873549B60,10,1.0
D16B647E363E,12,1.5
D16ED602B018,7,0.857143
D1701A8EEF26,7,1.0
D1748C4CD7B4,13,2.0
D175BA8792E7,9,1.0
D17BD9575C96,9,1.222222
D185087926CD,7,1.0
D18833F8CBC3,4,1.0
D198D8C43AD0,13,1.0
D1A866170CEA,12,1.0
D1AC5052EF9B,8,1.25
D1ACADAC5ED4,12,1.75
D1AF5CE5040E,8,1.625
D1B06A3C02B3,12,1.75
D1B0EE67209F,7,1.0
D1B30FD65680,7,0.571429
D1B97265EAEF,10,1.1
D1B97A55865A,8,1.625
D1C46F162B11,11,1.0
D1C69AFBCE83,7,1.0
D1D2568C926F,10,1.4
D1D5A52C1B67,3,1.0
D1D8B04AF3A3,9,1.777778
D1DBB999DB47,10,1.0
D1E077EED6E8,9,1.0
D1F17C0DED14,10,1.0
D1FBC3B9A8A4,13,1.230769
D1FE2D751407,11,1.0
D20068BDE3F8,8,1.25
D20C40B1CBF3,13,1.0
D20DBFBCD4AC,8,0.25
D21485A091BA,8,1.0
D228AB564BF6,11,1.636364
D231A669B482,13,1.230769
D232361A935D,4,1.0
